dates,close,AR(1),"ARMA(0,2)","ARMA((1, 0))","ARIMA((1, 0),13.255564693419545*sentiment)"
2020-11-02,76.709999,,79.99362216985459,79.87387777420089,79.7878606168985
2020-11-03,76.919998,78.9513405872705,77.87620706244587,77.89089943633826,77.81898844765038
2020-11-04,80.620003,79.03487057198714,78.26929821169044,78.02251745892764,77.953322358051
2020-11-05,80.459999,80.50659834736467,81.23178464474202,80.3415158430666,80.32017239139319
2020-11-06,80.360001,80.44295456013424,80.64694387421983,80.24123246035339,80.21781969923876
2020-11-09,80.5,80.40317898305199,79.334434998993,80.17855816655727,80.15385214523972
2020-11-10,81.110001,80.45886550694185,80.75717485166025,80.26630330603169,80.24340787227737
2020-11-11,81.059998,80.70150177762474,80.97490202656289,80.64862477136029,80.6336183955574
2020-11-12,79.860001,80.6816123980287,80.27462030673814,80.61728511744033,80.60163205980456
2020-11-13,81.089996,80.2042971200035,79.70822073897999,79.86518043002192,79.83400797836129
2020-11-16,80.18,80.69354451428418,80.86642986499605,80.63608652812151,80.6208214304406
2020-11-17,81.5,80.33158111459082,80.27650831329457,80.06574155464907,80.03870760547515
2020-11-18,80.25,80.85662923303886,80.57170326921064,80.8930587791024,80.88309620603427
2020-11-19,80.389999,80.35942457541759,80.48036717916837,80.10961443776401,80.08348578883815
2020-11-20,80.449997,80.41511109930745,79.7228039736365,80.19735957723844,80.17304151587577
2020-11-23,80.279999,80.43897612734582,80.5319128529613,80.23496365211173,80.21142153652451
2020-11-24,80.139999,80.37135708943678,80.23372558617244,80.12841647520067,80.10267579916253
2020-11-25,79.779999,80.3156701677832,79.76266364718992,80.04067070897077,80.01311943243654
2020-11-30,80.389999,80.17247522638829,79.95031235139645,79.81503873866532,80.38998930741987
